gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,0.6666666666666666,0,1,-0.6344556131066326,0.35078369552586575,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1,0,1,0,0.25,1,0,0.45359979705354325,0.047726493474815605,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.986111111111111,1,1,0.7194564789539607,1.3706710960255768,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1,0,1,1,0.4861111111111111,1,1,0.8243541878069846,0.6933854129094426,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.375,1,1,-0.25291292429301443,0.13912032209498856,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.9444444444444444,1,1,0.9064812671174578,1.4095898679203214,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,0,0,0.041666666666666664,1,0,-1.4935492477875305,-1.5924939775356843,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.5416666666666666,1,0,-1.482897771362148,-0.4118725527271082,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,0.736111111111111,1,1,0.9788208719041889,1.1536720349386667,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,0.38888888888888884,1,1,0.8388583645506387,0.5160469640712801,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,0,0,0.06944444444444445,1,1,0.337938740975974,-0.8168515744378517,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.1388888888888889,1,0,-1.5166620974359089,-1.121347696763539,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.6944444444444444,0,1,-0.9709479165584834,0.18375788485864203,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0.2638888888888889,1,1,0.4698617421895115,0.061304133188175736,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1,0,1,1,0.2361111111111111,1,1,0.19735096308157,-0.10130422991243751,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0.2777777777777778,1,1,-0.4162227521840496,-0.2147954105376221,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,0.875,1,0,-1.5077668623107232,-0.09673920587798512,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,0,0,1.0,1,0,0.7275347226714017,1.3800686176391948,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,1,0,0.7222222222222222,1,1,0.8871709889606875,1.064816407768332,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,0.8194444444444444,1,0,-1.525564538948669,-0.08874197813276001,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,0,1,0.41666666666666663,1,0,0.0051619767336264985,0.26325594265524055,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
0,1,1,0,0.2638888888888889,1,1,0.9948806845490563,0.18891683230555287,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,1,0.6527777777777778,1,1,1.58538041276908,1.2096162751921002,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,0,0,0.5972222222222222,0,0,-0.6732731641683105,0.2638274941456088,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,0.7916666666666666,0,1,-0.2263406899667894,0.7236431526414715,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0.8194444444444444,1,0,-0.3377790899799566,0.6799742475378199,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,0.16666666666666666,1,1,0.6612469800607421,-0.21921333602980908,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,0,0.5972222222222222,1,1,-0.26454604564888606,0.443303151344356,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0.8888888888888888,1,0,0.7243036112704117,1.271056864479433,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,1,0.08333333333333333,1,0,-1.5131031437954792,-1.298229545401772,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0.013888888888888888,1,1,0.19571293440769175,-1.5559613585120573,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,0.2361111111111111,1,1,-1.325991042267011,-0.7772781898798542,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,0,0,0.8333333333333333,1,1,1.3484200253644876,1.4180111413313328,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.0,1,1,1.6044184695535617,1.7083174445728617,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.06944444444444445,0,1,-0.7036984240554601,-1.0980495941167854,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,0.9027777777777777,1,0,1.4535147591865791,1.5655974377428152,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.08333333333333333,1,0,-0.16167244437515613,-0.8544002297034652,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.05555555555555555,1,1,0.32978003369576653,-0.9457604172731181,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,1,0.2777777777777778,1,1,1.3436378638615227,0.3872489714965959,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
0,0,1,0,0.8472222222222222,1,0,-1.3523012806274508,0.021004531355716626,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,1,0,0.9027777777777777,1,0,1.3245046986115416,1.4765337610869866,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
0,0,1,0,1.0,1,1,1.6519845016206032,1.7116411266068652,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,1,0,0,0.1111111111111111,1,1,1.3324777310060631,-0.35700448468509316,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0.16666666666666666,1,0,0.3183547871371101,-0.3234775970594813,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
0,1,0,0,0.5972222222222222,1,1,1.4169151533727624,1.0588104269409224,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
0,1,0,0,0.41666666666666663,0,1,-0.8037224642214871,-0.11873900506474948,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.8055555555555555,1,0,0.5332182413870132,1.1039624155869263,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0.6388888888888888,1,0,0.20553995034496142,0.7136043938483726,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,0,0.3333333333333333,1,1,0.9675756399645841,0.4183692172369213,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,1,0.6805555555555555,0,1,-0.4162227521840496,0.4962948035657134,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1,1,0,0,0.05555555555555555,1,1,0.20717751697887365,-0.955699318943897,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,0.1388888888888889,1,0,-0.49154853527815756,-0.697678785136449,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,1,0.75,1,1,-0.3094616459242418,0.6729829124489782,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0.6944444444444444,0,0,-0.8241240937729435,0.26444105234884846,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,0.6666666666666666,1,1,0.5786421356661714,0.9257400000172823,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,0.41666666666666663,1,0,0.6790418661817531,0.5013411690928264,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,1,0.041666666666666664,1,1,0.0051619767336264985,-1.1935586036973123,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,1,1,0.013888888888888888,1,1,-1.5113240975025615,-1.9248087793218616,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,0,1,0.6666666666666666,0,0,-0.6260256429938379,0.3363424769617267,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,0.40277777777777773,1,1,0.05783700484449705,0.25569201471813746,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0.041666666666666664,1,0,-1.5077668623107232,-1.590107818103767,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.19444444444444442,1,0,-0.17326911014295293,-0.40313966647134064,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0,0,0.6805555555555555,1,0,1.2063546466954165,1.1593969914058564,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,0,1,1,0.9583333333333333,1,0,-1.5291275542812812,-0.01791087334739408,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0,1,1,1.0,0,1,-0.3494477174613271,0.906609370927052,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,1,0.9166666666666666,1,1,-0.2031100236472859,0.8709109781914989,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,1,0.736111111111111,1,0,1.0269834690366306,1.1524577995280398,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,0.20833333333333331,1,1,0.6935956377868002,-0.018270628208725995,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,0,0,0.1388888888888889,0,1,-1.1708777035535574,-0.9468576056556948,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0.375,1,0,-0.4647407201201752,0.017510974429098058,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,1.0,1,1,0.28405748469301234,1.1990866996562293,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1,0,1,0,0.29166666666666663,1,0,-0.3227838763111584,-0.14846162230452947,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.013888888888888888,1,1,-0.31778728747062535,-1.6395061100200155,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1,0,1,0,0.7638888888888888,1,0,-0.18984365823898247,0.6657869675299443,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,1,1,0.8055555555555555,1,0,-1.4971019638834986,-0.1262463382775305,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,1,0,0,0.08333333333333333,1,0,0.32978003369576653,-0.7492011626294915,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.16666666666666666,1,0,-1.518442006258592,-1.0145973055187205,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0.25,0,1,-0.8071213446667445,-0.4555811376695999,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0.041666666666666664,1,1,0.19571293440769175,-1.0950781064131816,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.7638888888888888,1,0,-0.16167244437515613,0.6920346069583282,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,0,1,0,0.05555555555555555,1,1,0.337938740975974,-0.9428991569179039,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,0,0,0.1388888888888889,0,1,-0.9949565594073884,-0.8967784099828197,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,1,0,0.9722222222222222,1,1,0.8630213056221736,1.4229671617722959,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0.6944444444444444,1,0,-1.5166620974359089,-0.238696228058819,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,1.0,1,0,-1.3558132260978315,0.13450151753760556,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1,1,0,0,0.9166666666666666,1,0,1.5043933599293517,1.5803646819781105,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1,1,0,0,0.027777777777777776,1,1,0.9643622060457893,-1.1829628527469433,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,1,0.611111111111111,1,1,0.43244894316563753,0.7810950472427272,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1,0,0,0,0.7777777777777777,1,0,-1.3347554139805138,-0.024684821480703074,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.08333333333333333,1,1,-0.49322496607280464,-0.924177905889307,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,0.3472222222222222,1,1,-1.4740291044474287,-0.6747306288233132,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0.08333333333333333,1,0,-1.486447157037427,-1.3688409441074192,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0.013888888888888888,1,1,-0.6412017915291647,-1.700529856907342,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0.736111111111111,1,1,1.3516078826744753,1.297042264689465,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
0,0,1,0,0.19444444444444442,1,0,1.3468260216268757,-0.01641788626141869,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1,0,1,1,0.9166666666666666,0,0,-0.32111824614738393,0.8244141142081594,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,1,0,0.9444444444444444,1,1,1.1663748011230888,1.4711915142179455,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0.38888888888888884,1,0,-0.32111824614738393,0.07270735765475407,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0.041666666666666664,0,0,-1.167410287953446,-1.4608119324899789,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0.3333333333333333,1,1,0.9836394080790279,0.4036248943510204,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0.125,0,0,-0.7884343262927785,-0.851741647157921,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,0,0.3055555555555555,1,1,-1.4917733084592262,-0.7026649467025246,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0,0.7777777777777777,1,1,1.3308832252566656,1.3244160372908313,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1,0,0,1,0.29166666666666663,1,0,-0.6226545078067077,-0.24148325638594945,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,0,0,0.2222222222222222,1,1,0.7259191979600391,-0.05465826531552941,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,1,1,1.0,1,1,-1.3242388453599923,0.20630129594315424,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1,0,0,0,0.013888888888888888,1,1,-0.6462627159845566,-1.7015504898988514,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,0.4444444444444444,1,1,1.1199565917182244,0.6720726358370377,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0.013888888888888888,1,0,-1.5166620974359089,-1.926648759053084,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.3472222222222222,1,0,-1.5416073948094857,-0.7151211311662944,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0.2361111111111111,1,1,-0.07896870978844216,-0.18355321182025347,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,0.4583333333333333,1,1,1.0221694757054698,0.6561924337060867,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,1,1,0.19444444444444442,1,0,0.1596566667346924,-0.2701143261812885,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,1.0,0,0,0.03809387136079334,1.127907828648174,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0.6527777777777778,1,1,1.2558842305913454,1.1214690408697539,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,1,0,0.5416666666666666,1,1,1.3069595840936437,0.9512035988906716,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0.08333333333333333,1,1,-1.4740291044474287,-1.3934591517439177,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0.15277777777777776,1,0,-1.486447157037427,-1.0671175252381517,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,1,0,0.2777777777777778,1,1,0.8678522992145784,0.23300843187814382,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,1,1,0.861111111111111,1,1,1.3324777310060631,1.4259122911275228,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0.013888888888888888,0,1,-1.35756954850689,-1.8752712655952055,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,0.4722222222222222,0,1,-0.7952276797976353,-0.029235713853860232,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
1,0,1,1,0.38888888888888884,1,0,0.6887449466620412,0.40614516637750203,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,1,1,0.5833333333333333,0,1,-0.6412017915291647,0.3125764207062502,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,0,0.3333333333333333,0,1,-0.7918307289753945,-0.27832121505287977,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,0.7638888888888888,1,1,0.28732529661843853,0.9536178589276958,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.5,1,1,0.6661008909098363,0.6602381330057427,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0.3333333333333333,1,1,-0.28782663807900377,0.01172422064198023,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.3472222222222222,1,1,0.047966927991746844,0.1517308121720926,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,1,1,0.4583333333333333,1,0,-1.5042107654720993,-0.5824209987094171,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,0,0,0.013888888888888888,1,0,0.4617316294481767,-1.5175016936654164,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
